,Author,Sentence
8320,4,"They watched in shocked amazement while he laid deliberate siege to the one man in the town with whom he could have had nothing in common, least of all, money—a man who obviously could do nothing under the sun for him save give him credit at a little cross-roads store or cast a vote in his favor if he should ever seek ordination as a Methodist minister—a Methodist steward, a merchant not only of modest position and circumstances but who already had a wife and family of his own, let alone a dependent mother and sister, to support out of the proceeds of a business which he had brought to Jefferson ten years ago in a single wagon—a man with a name for absolute and undeviating and even Puritan uprightness in a country and time of lawless opportunity, who neither drank nor gambled nor even hunted."
8321,4,In their surprise they forgot that Mr Coldfield had a marriageable daughter.
8322,4,They did not consider the daughter at all.
8323,4,They did not think of love in connection with Sutpen.
8324,4,"They thought of ruthlessness rather than justice and of fear rather than respect, but not of pity or love: besides being too lost in amazed speculation as to just how Sutpen intended or could contrive to use Mr Coldfield to further whatever secret ends he still had."
8325,4,They were never to know: even Miss Rosa Coldfield did not.
8326,4,"Because from that day there were no more hunting parties out at Sutpen's Hundred, and when they saw him now it would be in town."
8327,4,"But not loafing, idling."
8328,4,"The men who had slept and matched glasses with him under his roof (some of them had even come to call him Sutpen without the formal Mister) watched him pass along the street before the Holston House with a single formal gesture to his hat and go on and enter Mr Coldfield's store, and that was all.'Then one day he quitted Jefferson for the second time,' Mr Compson told Quentin."
8329,4,'The town should have been accustomed to that by now.
8330,4,"Nevertheless, his position had subtly changed, as you will see by the town's reaction to this second return."
8331,4,"Because when he came back this time, he was in a sense a public enemy."
8332,4,"Perhaps this was because of what he brought back with him this time: the material he brought back this time, as compared to the simple wagonload of wild niggers which he had brought back before."
8333,4,But I don't think so.
8334,4,"That is, I think it was a little more involved than the sheer value of his chandeliers and mahogany and rugs."
8335,4,"I think that the affront was born of the town's realization that he was getting it involved with himself; that whatever the felony which produced the mahogany and crystal, he was forcing the town to compound it."
8336,4,"Heretofore, until that Sunday when he came ' to church, if he had misused or injured anybody, it was only old Ikkemotubbe, from whom he got his land—a matter between his conscience and Uncle Sam and God."
8337,4,"But now his position had changed, because when, about three months after he departed, four wagons left Jefferson to go to the River and meet him, it was known that Mr Coldfield was the man who hired and dispatched them."
8338,4,"They were big wagons, drawn by oxen, and when they returned the town looked at them and knew, no matter what they might have contained, that Mr Coldfield could not have mortgaged everything that he owned for enough to fill them; doubtless this time there were more men than women even who pictured him during this absence with a handkerchief over his face and the two pistol barrels glinting beneath the candelabra of a steamboat's saloon, even if no worse: if not something performed in the lurking dark of a muddy landing and with a knife from behind."
8339,4,"They saw him pass, on the roan horse beside his four wagons; it seems that even the ones who had eaten his food and shot his game and even called him ""Sutpen"" without the ""Mister"", didn't accost him now."
8340,4,"They just waited while reports and rumors came back to town of how he and his now somewhat tamed Negroes had installed the windows and doors and the spits and pots in the kitchen and the crystal chandeliers in the parlors and the furniture and the curtains and the rugs; it was that same Akers who had blundered onto the mudcouched Negro five years ago who came, a little wild-eyed and considerably slack-mouthed, into the Holston House bar one evening and said, ""Boys, this time he stole the whole durn steamboat!""'So at last civic virtue came to a boil."
8341,4,"One day and with the sheriff of the county among them, a party of eight or ten took the road out to Sutpen's Hundred."
8342,4,They did not go all the way because about six miles from town they met Sutpen himself.
8343,4,"He was riding the roan horse, in the frock coat and the beaver hat which they knew and with his legs wrapped in a piece of tarpaulin; he had a portmanteau on his pommel and he was carrying a small woven basket on his arm."
8344,4,"He stopped the roan (it was April then, and the road was still a quagmire) and sat there in his splashed tarpaulin and looked from one face to the next; your grandfather said that his eyes looked like pieces of a broken plate and that his beard was strong as a curry-comb."
8345,4,That was how he put it: strong as a curry-comb.
8346,4,"""Good morning, gentlemen,"" he said."
8347,4,"""Were you looking for me?"" 'Doubtless something more than this transpired at the time, though none of the vigilance committee ever told it that I know of."
8348,4,"All I ever heard is how the town, the men on the gallery of the Holston House saw Sutpen and the committee ride onto the square together, Sutpen a little in front and the others bunched behind him—Sutpen with his legs and feet wrapped neatly in his tarpaulin and his shoulders squared inside the worn broadcloth coat and that worn brushed beaver cocked a little, talking to them over his shoulder and those eyes hard and pale and reckless and probably quizzical and maybe contemptuous even then.He pulled up at the door and the Negro hostler ducked out and took the roan's head and Sutpen got down, with his portmanteau and the basket and mounted the steps, and I heard how he turned there kind looked at them again where they huddled on their horses, not knowing what to do exactly."
8349,4,And it might have been a good thing that he had that beard and they could not see his mouth.
8350,4,"Then he turned, and he looked at the other men sitting with their feet on the railing and watching him too, men who used to come out to his place and sleep on the floor and hunt with him, and he saluted them with that florid, swaggering gesture to the hat (yes, he was underbred."
8351,4,"It showed like this always, your grandfather said, in all his formal contacts with people."
8352,4,He was like John L.
8353,4,"Sullivan having taught himself painfully and tediously to do the schottische, having drilled himself and drilled himself in secret until he now believed it no longer necessary to count the music's beat, say."
8354,4,"He may have believed that your grandfather or Judge Benbow might have done it a little more effortlessly than he, but he would not have believed that anyone could have beat him in knowing when to do it and how."
8355,4,"And besides, it was in his face; that was where his power lay, your grandfather said: that anyone could look at him and say, Given the occasion and the need, this man can and will do anything)."
8356,4,Then he went on into the house and commanded a chamber.
8357,4,'So they sat on their horses and waited for him.
8358,4,I suppose they knew that he would have to come out some time: I suppose they sat there and thought about those two pistols.
8359,4,"Because there was still no warrant for him, you see: it was just public opinion in an acute state of indigestion; and now other horsemen rode into the square and became aware of the situation, so that there was quite a posse waiting when he walked out onto the gallery."
8360,4,"He wore a new hat now, and a new broadcloth coat, so they knew what the portmanteau had contained."
8361,4,They even knew now what the.
8362,4,"Through the fence, between the curling flower spaces, I could see them hitting."
8363,4,They were coming toward where the flag was and I went along the fence.
8364,4,Luster was hunting in the grass by the flower tree.
8365,4,"They took the flag out, and they were hitting."
8366,4,"Then they put the flag back and they went to the table, and he hit and the other hit."
8367,4,"Then they went on, and I went along the fence."
8368,4,"Luster came away from the flower tree and we went along the fence and they stopped and we stopped and I looked through the fence while Luster was hunting in the grass.""Here, caddie."" He hit."
8369,4,They went away across the pasture.
8370,4,"I held to the fence and watched them going away.""Listen at you, now."" Luster said."
8371,4,"""Aint you something, thirty three years old, going on that way."
8372,4,After I done went all the way to town to buy you that cake.
8373,4,Hush up that moaning.
8374,4,"Aint you going to help me find that quarter so I can go to the show tonight.""They were hitting little, across the pasture."
8375,4,I went back along the fence to where the flag was.
8376,4,"It flapped on the bright grass and the trees.""Come on."" Luster said."
8377,4,"""We done looked there."
8378,4,They aint no more coming right now.
8379,4,"Les go down to the branch and find that quarter before them niggers finds it.""It was red, flapping on the pasture."
8380,4,Then there was a bird slanting and tilting on it.
8381,4,Luster threw.
8382,4,The flag flapped on the bright grass and the trees.
8383,4,"I held to the fence.""Shut up that moaning."" Luster said."
8384,4,"""I cant make them come if they aint coming, can I."
8385,4,"If you dont hush up, mammy aint going to have no birthday for you."
8386,4,"If you dont hush, you know what I going to do."
8387,4,I going to eat that cake all up.
8388,4,"Eat them candles, too."
8389,4,Eat all them thirty three candles.
8390,4,"Come on, les go down to the branch."
8391,4,I got to find my quarter.
8392,4,Maybe we can find one of they balls.
8393,4,Here.
8394,4,Here they is.
8395,4,Way over yonder.
8396,4,"See."" He came to the fence and pointed his arm."
8397,4,"""See them."
8398,4,They aint coming back here no more.
8399,4,"Come on.We went along the fence and came to the garden fence, where our shadows were."
8400,4,My shadow was higher than Luster's on the fence.
8401,4,"We came to the hroken place and went through it.""Wait a minute."" Luster said."
8402,4,"""You snagged on that nail again."
8403,4,"Cant you never crawl through here without snagging on that nail.""4.1Caddy uncaught me and we crawled through."
8404,4,"Uncle Maury said to not let anybody see us, so we better stoop over, Caddy said."
8405,4,"Stoop over, Benjy."
8406,4,"Like this, see."
8407,4,"We stooped over and crossed the garden, where the flowers rasped and rattled against us."
8408,4,The ground was hard.
8409,4,"We climbed the fence, where the pigs were grunting and snuffing."
8410,4,"I expect they're sorry because one of them got killed today, Caddy said."
8411,4,"The ground was hard, churned and knotted."
8412,4,"Keep your hands in your pockets, Caddy said."
8413,4,Or they'll get froze.
8414,4,"You dont want your hands froze on Christmas, do you.3.1""It's too cold out there."" Versh said."
8415,4,"""You dont want to go outdoors.""""What is it now."" Mother said.""He want to go out doors."" Versh said.""Let him go."" Uncle Maury said.""It's too cold."" Mother said."
8416,4,"""He'd better stay in."
8417,4,Benjamin.
8418,4,"Stop that, now.""""It wont hurt him."" Uncle Maury said.""You, Benjamin."" Mother said."
8419,4,"""If vou dont be good, you'll have to go to the kitchen.""""Mammy say keep him out the kitchen today."" Versh said."
8420,4,"""She say she got all that cooking to get done.""""Let him go, Caroline."" Uncle Maury said."
8421,4,"""You'll worry yourself sick over him.""""I know it."" Mother said."
8422,4,"""It's a judgment on me."
8423,4,"I sometimes wonder.""""I know, I know."" Uncle Maury said."
8424,4,"""You must keep your strength up."
8425,4,"I'll make you a toddy.""""It just upsets me that much more."" Mother said."
8426,4,"""Dont you know it does.""""You'll feel better."
8427,4,""" Uncle Maury said."
8428,4,"""Wrap him up good, boy, and take him out for a while.""Uncle Maury went away."
8429,4,"Versh went away.""Please hush."" Mother said."
8430,4,"""We're trying to get you out as fast as we can."
8431,4,"I dont want you to get sick.""Versh put my overshoes and overcoat on and we took my cap and went out."
8432,4,"Uncle Maury was putting the bottle away in the sideboard in the diningroom.""Keep him out about half an hour, boy."" Uncle Maury said."
8433,4,"""Keep him in the yard, now.""""Yes, sir."" Versh said."
8434,4,"""We dont never let him get off the place.""We went out doors."
8435,4,"The sun was cold and bright.""Where you heading for."" Versh said."
8436,4,"""You dont think you going to town, does you."" We went through the rattling leaves."
8437,4,The gate was cold.
8438,4,"""You better keep them hands in your pockets."" Versh said."
8439,4,"""You get them froze onto that gate, then what you do."
8440,4,"Whyn't you wait for them in the house."" He put my hands into my pockets."
8441,4,I could hear him rattling in the leaves.
8442,4,I could smell the cold.
8443,4,"The gate was cold.""Here some hickeynuts."
8444,4,Whooey.
8445,4,Git up that tree.
8446,4,"Look here at this squirl, Benjy."" I couldn't feel the gate at all, but I could smell the bright cold."
8447,4,"""You better put them hands back in your pockets.""Caddy was walking."
8448,4,"Then she was running, her booksatchel swinging and jouncing behind her.""Hello, Benjy."" Caddy said."
8449,4,She opened the gate and came in and stooped down.
8450,4,Caddy smelled like leaves.
8451,4,"""Did you come to meet me."" she said."
8452,4,"""Did you come to meet Caddy."
8453,4,"What did you let him get his hands so cold for, Versh."" ""I told him to keep them in his pockets."" Versh said."
8454,4,"""Holding on to that ahun gate.""""Did you come to meet Caddy."" she said, rubbing my hands."
8455,4,"""What is it."
8456,4,"What are you trying to tell Caddy."" Caddy smelled like trees and like when she says we were asleep.19.2What are you moaning about, Luster said."
8457,4,You can watch them again when we get to the branch.
8458,4,Here.
8459,4,Here's you a jimson weed.
8460,4,He gave me the flower.
8461,4,"We went through the fence, into the lot.3.2""What is it."" Caddy said ""What are you trying to tell Caddy."
8462,4,"Did they send him out, Versh.""""Couldn't keep him in."" Versh said."
8463,4,"""He kept on until they let him go and he come right straight down here, looking through the gate.""""What is it."" Caddy said."
8464,4,"""Did you think it would be Christmas when I came home from school."
8465,4,Is that what you thought.
8466,4,Christmas is the day after tomorrow.
8467,4,"Santy Claus, Benjy."
8468,4,Santy Claus.
8469,4,"Come on, let's run to the house and get warm."" She took my hand and we ran through the bright rustling leaves."
8470,4,"We ran up the steps and out of the bright cold, into the dark cold."
8471,4,Uncle Maury was putting the bottle back in the sideboard.
8472,4,He called Caddy.
8473,4,"Caddy said,""Take him in to the fire, Versh."
8474,4,"Go with Versh."" she said."
8475,4,"""I'll come in a minute.""We went to the fire."
8476,4,"Mother said,""Is he cold, Versh.""""Nome."" Versh said.""Take his overcoat and overshoes off."" Mother said."
8477,4,"""How many times do I have to tell you not to bring him into the house with his overshoes on.""Yessum."" Versh said."
8478,4,"""Hold still, now."" He took my overshoes off and unbuttoned my coat."
8479,4,"Caddy said,""Wait, Versh."
8480,4,"Cant he go out again, Mother."
8481,4,"I want him to go with me.""You'd better leave him here."" Uncle Maury said."
8482,4,"""He's been out enough today.""""I think you'd both better stay in."" Mother said."
8483,4,"""It's getting colder, Dilsey says.""""Oh, Mother."" Caddy said.""Nonsense."" Uncle Maury said."
8484,4,"""She's been in school all day."
8485,4,She needs the fresh air.
8486,4,"Run along, Candace.""""Let him go, Mother."" Caddy said."
8487,4,"""Please."
8488,4,"You know he'll cry.""""Then why did you mention it before him."" Mother said."
8489,4,"""Why did you come in here."
8490,4,To give him some excuse to worry me again.
8491,4,You've been out enough today.
8492,4,"I think you'd better sit down here and play with him.""""Let them go, Caroline."" Uncle Maury said."
8493,4,"""A little cold wont hurt them."
8494,4,"Remember, you've got to keep your strength up.""I know."" Mother said."
8495,4,"""Nobody knows how I dread Christmas."
8496,4,Nobody knows.
8497,4,I am not one of those women who can stand things.
8498,4,"I wish for Jason's and the children's sakes I was stronger.""""You must do the best you can and not let them worry you."
8499,4,""" Uncle Maury said."
8500,4,"""Run along."
8501,4,you two.
8502,4,"But dont stay out long, now."
8503,4,"Your mother will worry.""""Yes, sir."" Caddy said."
8504,4,"""Come on, Benjy."
8505,4,"We're going out doors again."" She buttoned my coat and we went toward the door.""Are you going to take that baby out without his overshoes."" Mother said."
8506,4,"""Do you want to make him sick, with the house full of company.""""I forgot."" Caddy said."
8507,4,"""I thought he had them on."
8508,4,We went back.
8509,4,"""You must think."" Mother said."
8510,4,Hold still now Versh said.
8511,4,He put my overshoes on.
8512,4,"""Someday I'll be gone, and you'll have to think for him."" Now stomp Versh said."
8513,4,"""Come here and kiss Mother, Benjamin.""Caddy took me to Mother's chair and Mother took my face in her hands and then she held me against her.""My poor baby."" she said."
8514,4,She let me go.
8515,4,"""You and Versh take good care of him, honey.""""Yessum."" Caddy said."
8516,4,We went out.
8517,4,"Caddy said,""You needn't go, Versh."
8518,4,"I'll keep him for a while.""""All right."" Versh said."
8519,4,"""I aint going out in that cold for no fun."" He went on and we stopped in the hall and Caddy knelt and put her arms around me and her cold bright face against mine."
8520,4,"She smelled like trees.""You're not a poor baby."
8521,4,Are you.
8522,4,Are you.
8523,4,You've got your Caddy.
8524,4,"Haven't you got your Caddy.""19.3Cant you shut up that moaning and slobbering, Luster said."
8525,4,"Aint you shamed of yourself, making all this racket."
8526,4,"We passed the carriage house, where the carriage was."
8527,4,"It had a new wheel.17.1""Git in, now, and set still until your maw come."" Dilsey said."
8528,4,She shoved me into the carriage.
8529,4,T.P.
8530,4,held the reins.
8531,4,"""Clare I dont see how come Jason wont get a new surrey."" Dilsey said."
8532,4,"""This thing going to fall to pieces under you all some day."
8533,4,"Look at them wheels.""Mother came out, pulling her veil down."
8534,4,"She had some flowers.""Where's Roskus."" she said.""Roskus cant lift his arms, today."" Dilsey said."
8535,4,"""T.P."
8536,4,"can drive all right.""""I'm afraid to."" Mother said."
8537,4,"""It seems to me you all could furnish me with a driver for the carriage once a week."
8538,4,"It's little enough I ask, Lord knows.""""You know just as well as me that Roskus got the rheumatism too bad to do more than he have to, Miss Cahline."" Dilsey said."
8539,4,"""You come on and get in, now."
8540,4,T.P.
8541,4,"can drive you just as good as Roskus.""""I'm afraid to."" Mother said."
8542,4,"""With the baby."" Dilsey went up the steps."
8543,4,"""You calling that thing a baby."" she said."
8544,4,She took Mother's arm.
8545,4,"""A man big as T.P."
8546,4,"Come on, now, if you going.""""I'm afraid to."" Mother said."
8547,4,They came down the steps and Dilsey helped Mother in.
8548,4,"""Perhaps it'll be the best thing, for all of us."" Mother said.""Aint you shamed, talking that way."" Dilsey said."
8549,4,"""Dont you know it'll take more than a eighteen year old nigger to make Queenie run away."
8550,4,She older than him and Benjy put together.
8551,4,"And dont you start no projecking with Queenie, you hear me."
8552,4,T.P.
8553,4,"If you dont drive to suit Miss Cahline, I going to put Roskus on you."
8554,4,"He aint too tied up to do that.""""Yessum."" T.P."
8555,4,"said.""I just know something will happen."" Mother said."
8556,4,"""Stop, Benjamin.""Give him a flower to hold."" Dilsey said."
8557,4,"""That what he wanting."" She reached her hand in.""No, no."" Mother said."
8558,4,"""You'll have them all scattered.""""You hold them."" Dilsey said."
8559,4,"""I'll get him one out."" She gave me a flower and her hand went away.""Go on now, fore Quentin see you and have to go too."" Dilsey said.""Where is she."" Mother said.""She down to the house playing with Luster."" Dilsey said."
8560,4,"""Go on, T.P."
8561,4,"Drive that surrey like Roskus told you, now.""Yessum."" T.P."
8562,4,said.
8563,4,"""Hum up, Queenie.""""Quentin."" Mother said."
8564,4,"""Dont let """"Course I is."" Dilsey said.The carriage jolted and crunched on the drive."
8565,4,"""I'm afraid to go and leave Quentin."" Mother said."
8566,4,"""I'd better not go."
8567,4,"T.P."" We went through the gate, where it didn't jolt anymore."
8568,4,T.P.
8569,4,"hit Queenie with the whip.""You, T.P."" Mother said.""Got to get her going."" T.P."
8570,4,said.
8571,4,"""Keep her wake up till we get back to the barn.""""Turn around."" Mother said."
8572,4,"""I'm afraid to go and leave Quentin.""""Cant turn here."" T.P."
8573,4,said.
8574,4,"Then it was broader.""Cant you turn here."" Mother said.""All right."" T.P."
8575,4,said.
8576,4,"We began to turn.""You, T.P."" Mother said, clutching me.""I got to turn around some how."" T.P."
8577,4,said.
8578,4,"""Whoa, Queenie."" We stopped.""You'll turn us over."" Mother said.""What you want to do, then."" T.P."
8579,4,"said.""I'm afraid for you to try to turn around."" Mother said.""Get up, Queenie."" T.P."
8580,4,said.
8581,4,"We went on.""I just know Dilsey will let something happen to Quentin while I'm gone."" Mother said."
8582,4,"""We must hurry back.""""Hum up,' there."" T.P."
8583,4,said.
8584,4,"He hit Queenie with the whip.""You, T.P."" Mother said, clutching me."
8585,4,"I could hear Qucenie's feet and the bright shapes went smooth and steady on both sides, the shadows of them flowing across Queenie's back."
8586,4,They went on like the bright tops of wheels.
8587,4,Then those on one side stopped at the tall white post where the soldier was.
8588,4,"But on the other side they went on smooth and steady, but a little slower.""What do you want."" Jason said."
8589,4,"He had his hands in his pockets and a pencil behind his ear.""We're going to the cemetery."" Mother said.""All right."" Jason said."
8590,4,"""I dont aim to stop you, do I."
8591,4,"Was that all you wanted with me, just to tell me that.""""I know you wont come."" Mother said."
8592,4,"""I'd feel safer if you would.""""Safe from what."" Jason said."
8593,4,"""Father and Quentin cant hurt you.""Mother put her handkerchief under her veil."
8594,4,"""Stop it, Mother."" Jason said."
8595,4,"""Do you want to get that damn looney to bawling in the middle of the square."
8596,4,"Drive on, T.P.""""Hum up, Queenie."" T.P."
8597,4,"said.""It's a judgment on me."" Mother said."
8598,4,"""But I'll be gone too, soon.""Here."" Jason said.""Whoa."" T.P."
8599,4,said.
8600,4,"Jason said,""Uncle Maury's drawing on you for fifty."
8601,4,"What do you want to do about it.""""Why ask me."" Mother said."
8602,4,"""I dont have any say so."
8603,4,I try not to worry you and Dilsey.
8604,4,"I'll be gone soon, and then you """"Go on, T.P."" Jason said.""Hum up, Queenie."" T.P."
8605,4,said.
8606,4,The shapes flowed on.
8607,4,"The ones on thc other side began again, bright and fast and smooth, like when Caddy says we are going to sleep.19.4Cry baby, Luster said."
8608,4,Aint you shamed.
8609,4,We went through the barn.
8610,4,The stalls were all open.
8611,4,"You aint got no spotted pony to ride now, Luster said."
8612,4,The floor was dry and dusty.
8613,4,The roof was falling.
8614,4,The slanting holes were full of spinning yellow.
8615,4,"What do you want to go that way, for."
8616,4,"You want to get your head knocked off with one of them balls.4.2“Keep your hands in your pockets."" Caddy said."
8617,4,"""Or they'll be froze."
8618,4,"You dont want your hands froze on Christmas, do you.""We went around the barn."
8619,4,"The big cow and the little one were standing in the door, and we could hear Prince and Queenie and Fancy stomping inside the barn."
8620,4,"""If it wasn't so cold, we'd ride Fancy."" Caddy said."
8621,4,"""But it's too cold to hold on today."" Then we could seethe branch, where the smoke was blowing."
8622,4,"""That's where they are killing the pig."" Caddy said."
8623,4,"""We can come back by there and see them."" We went down the hill.""You want to carry the letter."" Caddy said."
8624,4,"""You can carry it."" She took the letter out of her pocket and put it in mine."
8625,4,"""It's a Christmas present."" Caddy said."
8626,4,"""Uncle Maury is going to surprise Mrs Patterson with it."
8627,4,We got to give it to her without letting anybody see it.
8628,4,"Keep your hands in your pockets good, now."" We came to the branch.""It's froze."" Caddy said."
8629,4,"""Look."" She broke the top of the water and held a piece of it against my face."
8630,4,"""Ice."
8631,4,"That means how cold it is."" She helped me across and we went up the hill."
8632,4,"""We cant even tell Mother and Father."
8633,4,You know what I think it is.
8634,4,"I think it's a surprise for Mother and Father and Mr Patterson both, because Mr Patterson sent you some candy."
8635,4,Do you remember when Mr Patterson sent you some candy last summer.There was a fence.
8636,4,"The vine was dry, and the wind rattled in it.""Only I dont see why Uncle Maury didn't send Versh."" Caddy said."
8637,4,"""Versh wont tell."" Mrs Patterson was looking out the window."
8638,4,"""You wait here."" Caddy said."
8639,4,"""Wait right here, now."
8640,4,I'll be back in a minute.
8641,4,"Give me the letter."" She took the letter out of my pocket."
8642,4,"""Keep your hands in your pockets."" She climbed the fence with the letter in her hand and went through the brown, rattling flowers."
8643,4,Mrs Patterson came to the door and opened it and stood there.5.1Mr Patterson was chopping in the green flowers.
8644,4,He stopped chopping and looked at me.
8645,4,"Mrs Patterson came across the garden, running."
8646,4,When I saw her eyes I began to cry.
8647,4,"You idiot, Mrs Patterson said, I told him never to send you alone again."
8648,4,Give it to me.
8649,4,Quick.
8650,4,"Mr Patterson came fast, with the hoc."
8651,4,"Mrs Patterson leaned across the fence, reaching her hand."
8652,4,She was trying to climb the fence.
8653,4,"Give it to me, she said, Give it to me."
8654,4,Mr Patterson climbed the fence.
8655,4,He took the letter.
8656,4,Mrs Patterson's dress was caught on the fence.
8657,4,"I saw her eyes again and I ran down the hill.19.5""They aint nothing over yonder but houses."" Luster said."
8658,4,"""We going down to the branch.""They were washing down at the branch."
8659,4,One of them was singing.
8660,4,"I could smell the clothes flapping, and the smoke blowing across the branch.""You stay down here."" Luster said."
8661,4,"""You aint got no business up yonder."
8662,4,"Them folks hit you, sho.""""What he want to do.""""He dont know what he want to do."" Luster said."
8663,4,"""He think he want to go up yonder where they knocking that hall."
8664,4,You sit down here and play with your jimson weed.
8665,4,"Look at them chillen playing in the branch, if you got to look at something."
8666,4,"How come you cant behave yourself like folks."" I sat down on the bank, where they were washing, and the smoke blowing blue.""Is you all seen anything of a quarter down here."" Luster said.""What quarter.""""""The one I had here this morning."" Luster said."
8667,4,"""I lost it somewhere."
8668,4,It fell through this here hole in my pocket.
8669,4,"If I dont find it I cant go to the show tonight.""""Where'd you get a quarter, boy."
8670,4,"Find it in white folks' pocket while they aint looking.""""Got it at the getting place."" Luster said ""Plenty more where that one come ftom."
8671,4,Only I got to find that one.
8672,4,"Is you all found it yet.""""I aint studying no quarter."
8673,4,"I got my own business to tend to.""""Come on here."" Luster said."
8674,4,"""Help me look for it.""""He wouldn't know a quarter if he was to see it, would he.""""He can help look just the same."" Luster said."
8675,4,"""You all going to the show tonight.""""Dont talk to me about no show."
8676,4,"Time I get done over this here tub I be too tired to lift my hand to do nothing.""""I bet you be there."" Luster said."
8677,4,"""I bet you was there last night."
8678,4,"I bet you all be right there when that tent open.""Be enough niggers there without me."
8679,4,"Was last night.""""Nigger's money good as white folks, I reckon.""""White folks gives nigger money because know first white man comes along with a band going to get it all back, so nigger can go to work for some more.""""Aint nobody going make you go to that show.""""Aint yet."
8680,4,"Aint thought of it, I reckon.""""What you got against white folks.""""Aint got nothing against them."
8681,4,I goes my way and lets white folks go theirs.
8682,4,"I aint studying that show.""""Got a man in it can play a tune on a saw."
8683,4,"Play it like a banjo.""""You go last night."" Luster said."
8684,4,"""I going tonight If I can find where I lost that quarter.""""You going take him with you, I reckon.""""Me."" Luster said."
8685,4,"""You reckon I be found anywhere with him, time he start bellering.""""What does you do when he start bellering.""""I whips him."" Luster said."
8686,4,He sat down and rolled up his overalls.
8687,4,"They played in the branch.""You all found any balls yet."" Luster said.""Aint you talking biggity."
8688,4,"I bet you better not let your grandmammy hear you talking like that.""Luster got into the branch, where they were playing."
8689,4,"He hunted in the water, along the bank.""I had it when we was down here this morning."" Luster said.""Where bouts you lose it.""""Right out this here hole in my pocket."" Luster said."
8690,4,They hunted in the branch.
8691,4,"Then they all stood up quick and stopped, then they splashed and fought in the branch."
8692,4,"Luster got it and they squatted in the water, looking up the hill through the bushes.""Where is they."" Luster said.""Aint in sight yet.""Luster put it in his pocket."
8693,4,"They came down the hill.""Did a hall come down here.""""It ought to be in the water."
8694,4,"Didn't any of you boys see it or hear it.""""Aint heard nothing come down here."" Luster said."
8695,4,"""Heard something hit that tree up yonder."
8696,4,"Dont know which way it went.""They looked in the branch.""Hell."
8697,4,Look along the branch.
8698,4,It came down here.
8699,4,"I saw it.""They looked along the branch."
8700,4,"Then they went back up the hill.""Have you got that ball."" the boy said.""What I want with it."" Luster said."
8701,4,"""I aint seen no ball.""The boy got in the water."
8702,4,He went on.
8703,4,He turned and looked at Luster again.
8704,4,"He went on down the branch.The man said ""Caddie"" up the hill."
8705,4,"The boy got out of the water and went up the hill.""Now, just listen at you."" Luster said."
8706,4,"""Hush up.""""What he moaning about now.""""Lawd knows."" Luster said."
8707,4,"""He just starts like that."
8708,4,He been at it all morning.
8709,4,"Cause it his birthday, I reckon.""""How old he.""""He thirty three."" Luster said."
8710,4,"""Thirty three this morning.""""You mean, he been three years old thirty years.""I going by what mammy say."" Luster said."
8711,4,"""I dont know."
8712,4,"We going to have thirty three candles on a cake, anyway."
8713,4,Little cake.
8714,4,Wont hardly hold them.
8715,4,Hush up.
8716,4,"Come on back here."" He came and caught my arm."
8717,4,"""You old looney."" he said."
8718,4,"""You want me to whip you.""""I bet you will.""""I is done it."
8719,4,"Hush, now."" Luster said."
8720,4,"""Aint I told you you cant go up there."
8721,4,They'll knock your head clean off with one of them balls.
8722,4,"Come on, here."" He pulled me back."
8723,4,"""Sit down."" I sat down and he took off my shoes and rolled up my trousers."
8724,4,"""Now, git in that water and play and see can you stop that slobbering and moaning.""I hushed and got in the water [...]1.1[...]and Roskus came and said to come to supper and Caddy said,It's not supper time yet I'm not going.She was wet."
8725,4,"We were playing in the branch and Caddy squatted down and got her dress wet and Versh said,""Your mommer going to whip you for getting your dress wet.""""She's not going to do any such thing."" Caddy said.""How do you know."" Quentin said.""That's all right how I know."" Caddy said."
8726,4,"""How do you know.""""She said she was."" Quentin said."
8727,4,"""Besides, I'm older than you.""""I'm seven years old."" Caddy said."
8728,4,"""I guess I know.""""I'm older than that."" Quentin said."
8729,4,"""I go to school."
8730,4,"Dont I, Versh.""""I'm going to school next year."" Caddy said."
8731,4,"""When it comes."
8732,4,"Aint I, Versh.""""You know she whip you when you get your dress wet."" Versh said.""It's not wet."" Caddy said."
8733,4,She stood up in the water and looked at her dress.
8734,4,"""I'll take it off."" she said."
8735,4,"""Then it'll dry.""""I bet you wont."" Quentin said.""I bet I will."" Caddy said.""I bet you better not."" Quentin said.Caddy came to Versh and me and turned her back.""Unbutton it, Versh."" she said.""Dont you do it, Versh."" Quentin said.""Taint none of my dress."" Versh said.""You unbutton it, Versh."" Caddy said."
8736,4,"""Or I'll tell Dilsey what you did yesterday."" So Versh unbuttoned it.""You just take your dress off."" Quentin said."
8737,4,Caddy took her dress off and threw it on the bank.
8738,4,"Then she didn't have on anything but her bodice and drawers, and Quentin slapped her and she slipped and fell down in the water."
8739,4,"When she got up she began to splash water on Quentin, and Quentin splashed water on Caddy."
8740,4,Some of it splashed on Versh and me and Versh picked me up and put me on the bank.
8741,4,"He said he was going to tell on Caddy and Quentin, and then Quentin and Caddy began to splash water at Versh."
8742,4,"He got behind a bush.""I'm going to tell mammy on you all."" Versh said.Quentin climbed up the bank and tried to catch Versh, but Versh ran away and Quentin couldn't."
8743,4,When Quentin came back Versh stopped and hollered that he was going to tell.
8744,4,"Caddy told him that if he wouldn't tell, they'd let him come back."
