Source,Sentence
Wharton," He meant her (thanks to his enlightening companionship) to develop a social tact and readiness of wit enabling her to hold her own with the most popular married women of the ""younger set,"" in which it was the recognised custom to attract masculine homage while playfully discouraging it."
Wharton," If he had probed to the bottom of his vanity (as he sometimes nearly did) he would have found there the wish that his wife should be as worldly-wise and as eager to please as the married lady whose charms had held his fancy through two mildly agitated years; without, of course, any hint of the frailty which had so nearly marred that unhappy being's life, and had disarranged his own plans for a whole winter."
Wharton," How this miracle of fire and ice was to be created, and to sustain itself in a harsh world, he had never taken the time to think out; but he was content to hold his view without analysing it, since he knew it was that of all the carefully-brushed, white-waistcoated, button-hole-flowered gentlemen who succeeded each other in the club box, exchanged friendly greetings with him, and turned their opera-glasses critically on the circle of ladies who were the product of the system."
Wharton," In matters intellectual and artistic Newland Archer felt himself distinctly the superior of these chosen specimens of old New York gentility; he had probably read more, thought more, and even seen a good deal more of the world, than any other man of the number."
Wharton,"Singly they betrayed their inferiority; but grouped together they represented ""New York,"" and the habit of masculine solidarity made him accept their doctrine on all the issues called moral."
Wharton, He instinctively felt that in this respect it would be troublesome--and also rather bad form--to strike out for himself.
Wharton," But they had; they undoubtedly had; for the low-toned comments behind him left no doubt in Archer's mind that the young woman was May Welland's cousin, the cousin always referred to in the family as ""poor Ellen Olenska.""  Archer knew that she had suddenly arrived from Europe a day or two previously; he had even heard from Miss Welland (not disapprovingly) that she had been to see poor Ellen, who was staying with old Mrs."
Wharton,Mingott.
Wharton," Archer entirely approved of family solidarity, and one of the qualities he most admired in the Mingotts was their resolute championship of the few black sheep that their blameless stock had produced."
Wharton," There was nothing mean or ungenerous in the young man's heart, and he was glad that his future wife should not be restrained by false prudery from being kind (in private) to her unhappy cousin; but to receive Countess Olenska in the family circle was a different thing from producing her in public, at the Opera of all places, and in the very box with the young girl whose engagement to him, Newland Archer, was to be announced within a few weeks."
Wharton," No, he felt as old Sillerton Jackson felt; he did not think the Mingotts would have tried it on! "
Fitzgerald, She was the first “nice” girl he had ever known.
Fitzgerald,"In various unrevealed capacities he had come in contact with such people, but always with indiscernible barbed wire between."
Fitzgerald,He found her excitingly desirable.
Fitzgerald,"He went to her house, at first with other officers from Camp Taylor, then alone."
Fitzgerald,It amazed him—he had never been in such a beautiful house before.
Fitzgerald,But what gave it an air of breathless intensity was that Daisy lived there—it was as casual a thing to her as his tent out at camp was to him.
Fitzgerald,"There was a ripe mystery about it, a hint of bedrooms up-stairs more beautiful and cool than other bedrooms, of gay and radiant activities taking place through its corridors, and of romances that were not musty and laid away already in lavender, but fresh and breathing and redolent of this year’s shining motor-cars and of dances whose flowers were scarcely withered."
Fitzgerald,"It excited him, too, that many men had already loved Daisy—it increased her value in his eyes."
Fitzgerald,"He felt their presence all about the house, pervading the air with the shades and echoes of still vibrant emotions."
Fitzgerald,But he knew that he was in Daisy’s house by a colossal accident.
Fitzgerald,"However glorious might be his future as Jay Gatsby, he was at present a penniless young man without a past, and at any moment the invisible cloak of his uniform might slip from his shoulders."
Fitzgerald,So he made the most of his time.
Fitzgerald,"He took what he could get, ravenously and unscrupulously—eventually he took Daisy one still October night, took her because he had no real right to touch her hand."
Fitzgerald,"He might have despised himself, for he had certainly taken her under false pretenses."
Fitzgerald,"I don’t mean that he had traded on his phantom millions, but he had deliberately given Daisy a sense of security; he let her believe that he was a person from much the same stratum as herself—that he was fully able to take care of her."
Fitzgerald,"As a matter of fact, he had no such facilities—he had no comfortable family standing behind him, and he was liable at the whim of an impersonal government to be blown anywhere about the world."
Fitzgerald,But he didn’t despise himself and it didn’t turn out as he had imagined.
Fitzgerald,"He had intended, probably, to take what he could and go—but now he found that he had committed himself to the following of a grail."
Fitzgerald,"He knew that Daisy was extraordinary, but he didn’t realize just how extraordinary a “nice” girl could be."
Fitzgerald,"She vanished into her rich house, into her rich, full life, leaving Gatsby—nothing."
Fitzgerald,"He felt married to her, that was all."
Fitzgerald,"When they met again, two days later, it was Gatsby who was breathless, who was, somehow, betrayed."
Fitzgerald,Her porch was bright with the bought luxury of star-shine; the wicker of the settee squeaked fashionably as she turned toward him and he kissed her curious and lovely mouth.
Fitzgerald,"She had caught a cold, and it made her voice huskier and more charming than ever, and Gatsby was overwhelmingly aware of the youth and mystery that wealth imprisons and preserves, of the freshness of many clothes, and of Daisy, gleaming like silver, safe and proud above the hot struggles of the poor."
Fitzgerald,"“I can’t describe to you how surprised I was to find out I loved her, old sport."
Fitzgerald,"I even hoped for a while that she’d throw me over, but she didn’t, because she was in love with me too."
Fitzgerald,"She thought I knew a lot because I knew different things from her… Well, there I was, ’way off my ambitions, getting deeper in love every minute, and all of a sudden I didn’t care."
Fitzgerald,"What was the use of doing great things if I could have a better time telling her what I was going to do?” On the last afternoon before he went abroad, he sat with Daisy in his arms for a long, silent time."
Fitzgerald,"It was a cold fall day, with fire in the room and her cheeks flushed."
Fitzgerald,"Now and then she moved and he changed his arm a little, and once he kissed her dark shining hair."
Fitzgerald,"The afternoon had made them tranquil for a while, as if to give them a deep memory for the long parting the next day promised."
Fitzgerald,"They had never been closer in their month of love, nor communicated more profoundly one with another, than when she brushed silent lips against his coat’s shoulder or when he touched the end of her fingers, gently, as though she were asleep."
Fitzgerald,He did extraordinarily well in the war.
Fitzgerald,"He was a captain before he went to the front, and following the Argonne battles he got his majority and the command of the divisional machine-guns."
Fitzgerald,"After the Armistice he tried frantically to get home, but some complication or misunderstanding sent him to Oxford instead."
Fitzgerald,He was worried now—there was a quality of nervous despair in Daisy’s letters.
Fitzgerald,She didn’t see why he couldn’t come.
Fitzgerald,"She was feeling the pressure of the world outside, and she wanted to see him and feel his presence beside her and be reassured that she was doing the right thing after all."
Austen," Mr. Collins, said she, speaks highly both of Lady Catherine and her daughter; but, from some particulars that he has related of her Ladyship, I suspect his gratitude misleads him; and that, in spite of her being his patroness, she is an arrogant, conceited woman."
Austen,"I believe her to be both in a great degree, replied Wickham; I have not seen her for many years; but I very well remember that I never liked her, and that her manners were dictatorial and insolent."
Austen,"She has the reputation of being remarkably sensible and clever; but I rather believe she derives part of her abilities from her rank and fortune, part from her authoritative manner, and the rest from the pride of her nephew, who chooses that everyone connected with him should have an understanding of the first class."
Austen,"Elizabeth allowed that he had given a very rational account of it, and they continued talking together with mutual satisfaction till supper put an end to cards, and gave the rest of the ladies their share of Mr. Wickham’s attentions."
Austen,There could be no conversation in the noise of Mrs.
Austen,"Philips’s supper party, but his manners recommended him to everybody."
Austen,"Whatever he said, was said well; and whatever he did, done gracefully."
Austen,Elizabeth went away with her head full of him.
Austen,"She could think of nothing but of Mr. Wickham, and of what he had told her, all the way home; but there was not time for her even to mention his name as they went, for neither Lydia nor Mr. Collins were once silent."
Austen,"Lydia talked incessantly of lottery tickets, of the fish she had lost and the fish she had won; and Mr. Collins, in describing the civility of Mr. and Mrs."
Austen,"Philips, protesting that he did not in the least regard his losses at whist, enumerating all the dishes at supper, and repeatedly fearing that he crowded his cousins, had more to say than he could well manage before the carriage stopped at Longbourn House."
Austen,The situation of the house was good.
Austen,"High hills rose immediately behind, and at no great distance on each side; some of which were open downs, the others cultivated and woody."
Austen,"The village of Barton was chiefly on one of these hills, and formed a pleasant view from the cottage windows."
Austen,"The prospect in front was more extensive; it commanded the whole of the valley, and reached into the country beyond."
Austen,"The hills which surrounded the cottage terminated the valley in that direction; under another name, and in another course, it branched out again between two of the steepest of them."
Austen,With the size and furniture of the house Mrs.
Austen,"Dashwood was upon the whole well satisfied; for though her former style of life rendered many additions to the latter indispensable, yet to add and improve was a delight to her; and she had at this time ready money enough to supply all that was wanted of greater elegance to the apartments."
Austen,"As for the house itself, to be sure, said she, it is too small for our family, but we will make ourselves tolerably comfortable for the present, as it is too late in the year for improvements."
Austen,"Perhaps in the spring, if I have plenty of money, as I dare say I shall, we may think about building."
Austen,"These parlors are both too small for such parties of our friends as I hope to see often collected here; and I have some thoughts of throwing the passage into one of them with perhaps a part of the other, and so leave the remainder of that other for an entrance; this, with a new drawing room which may be easily added, and a bed-chamber and garret above, will make it a very snug little cottage."
Austen,I could wish the stairs were handsome.
Austen,But one must not expect every thing; though I suppose it would be no difficult matter to widen them.
Austen,"I shall see how much I am before-hand with the world in the spring, and we will plan our improvements accordingly."
Austen,"In the mean time, till all these alterations could be made from the savings of an income of five hundred a-year by a woman who never saved in her life, they were wise enough to be contented with the house as it was; and each of them was busy in arranging their particular concerns, and endeavoring, by placing around them books and other possessions, to form themselves a home."
Austen,Marianne’s pianoforte was unpacked and properly disposed of; and Elinor’s drawings were affixed to the walls of their sitting room.
Austen,"The Crawfords, without wanting to be cured, were very willing to stay."
Austen,"Mary was satisfied with the Parsonage as a present home, and Henry equally ready to lengthen his visit."
Austen,"He had come, intending to spend only a few days with them; but Mansfield promised well, and there was nothing to call him elsewhere."
Austen,It delighted Mrs.
Austen,"Grant to keep them both with her, and Dr. Grant was exceedingly well contented to have it so: a talking pretty young woman like Miss Crawford is always pleasant society to an indolent, stay-at-home man; and Mr. Crawford’s being his guest was an excuse for drinking claret every day."
Austen,The Miss Bertrams’ admiration of Mr. Crawford was more rapturous than anything which Miss Crawford’s habits made her likely to feel.
Austen,"She acknowledged, however, that the Mr. Bertrams were very fine young men, that two such young men were not often seen together even in London, and that their manners, particularly those of the eldest, were very good."
Austen,"He had been much in London, and had more liveliness and gallantry than Edmund, and must, therefore, be preferred; and, indeed, his being the eldest was another strong claim."
Austen,She had felt an early presentiment that she should like the eldest best.
Austen,She knew it was her way.
Austen,"Tom Bertram must have been thought pleasant, indeed, at any rate; he was the sort of young man to be generally liked, his agreeableness was of the kind to be oftener found agreeable than some endowments of a higher stamp, for he had easy manners, excellent spirits, a large acquaintance, and a great deal to say; and the reversion of Mansfield Park, and a baronetcy, did no harm to all this."
Austen,Miss Crawford soon felt that he and his situation might do.
Austen,"She looked about her with due consideration, and found almost everything in his favour: a park, a real park, five miles round, a spacious modern-built house, so well placed and well screened as to deserve to be in any collection of engravings of gentlemen’s seats in the kingdom, and wanting only to be completely new furnished—pleasant sisters, a quiet mother, and an agreeable man himself—with the advantage of being tied up from much gaming at present by a promise to his father, and of being Sir Thomas hereafter."
Austen,It might do very well; she believed she should accept him; and she began accordingly to interest herself a little about the horse which he had to run at the B—— races.
Faulkner," The day dawned bleak and chill, a moving wall of gray light out of the northeast which, instead of dissolving into moisture, seemed to disintegrate into minute and venomous particles, like dust that, when Dilsey opened the door of the cabin and emerged, needled laterally into her flesh, precipitating not so much a moisture as a substance partaking of the quality of thin, not quite congealed oil."
Faulkner,"She wore a stiff black straw hat perched upon her turban, and a maroon velvet cape with a border of mangy and anonymous fur above a dress of purple silk, and she stood in the door for a while with her myriad and sunken face lifted to the weather, and one gaunt hand flac-soled as the belly of a fish, then she moved the cape aside and examined the bosom of her gown."
Faulkner," The gown fell gauntly from her shoulders, across her fallen breasts, then tightened upon her paunch and fell again, ballooning a little above the nether garments which she would remove layer by layer as the spring accomplished and the warm days, in color regal and moribund."
Faulkner,"She had been a big woman once but now her skeleton rose, draped loosely in unpadded skin that tightened again upon a paunch almost dropsical, as though muscle and tissue had been courage or fortitude which the days or the years had consumed until only the indomitable skeleton was left rising like a ruin or a landmark above the somnolent and impervious guts, and above that the collapsed face that gave the impression of the bones themselves being outside the flesh, lifted into the driving day with an expression at once fatalistic and of a child's astonished disappointment, until she turned and entered the house again and closed the door."
Faulkner, The earth immediately about the door was bare.
Faulkner,"It had a patina, as though from the soles of bare feet in generations, like old silver or the walls of Mexican houses which have been plastered by hand."
Faulkner,"Beside the house, shading it in summer, stood three mulberry trees, the fledged leaves that would later be broad and placid as the palms of hands streaming flatly undulant upon the driving air."
Faulkner,"A pair of jaybirds came up from nowhere, whirled up on the blast like gaudy scraps of cloth or paper and lodged in the mulberries, where they swung in raucous tilt and recover, screaming into the wind that ripped their harsh cries onward and away like scraps of paper or of cloth in turn."
Faulkner,"Then three more joined them and they swung and tilted in the wrung branches for a time, screaming."
Faulkner,"The door of the cabin opened and Dilsey emerged once more, this time in a man's felt hat and an army overcoat, beneath the frayed skirts of which her blue gingham dress fell in uneven balloonings, streaming too about her as she crossed the yard and mounted the steps to the kitchen door."
Faulkner," A moment later she emerged, carrying an open umbrella now, which she slanted ahead into the wind, and crossed to the woodpile and laid the umbrella down, still open."
Faulkner,"Immediately she caught at it and arrested it and held to it for a while, looking about her."
Faulkner,"Then she closed it and laid it down and stacked stovewood into her crooked arm, against her breast, and picked up the umbrella and got it open at last and returned to the steps and held the wood precariously balanced while she contrived to close the umbrella, which she propped in the corner just within the door."
Faulkner,She dumped the wood into the box behind the stove.
Faulkner,Then she removed the overcoat and hat and took a soiled apron down from the wall and put it on and built a fire in the stove.
Faulkner,"While she was doing so, rattling the grate bars and clattering the lids, Mrs Compson began to call her from the head of the stairs."
Faulkner," She wore a dressing gown of quilted black satin, holding it close under her chin."
Faulkner,"In the other hand she held a red rubber hot water bottle and she stood at the head of the back stairway, calling ""Dilsey"" at steady and inflectionless intervals into the quiet stairwell that descended into complete darkness, then opened again where a gray window fell across it."
Faulkner,"""Dilsey,"" she called, without inflection or emphasis or haste, as though she were not listening for a reply at all."
Faulkner,"""Dilsey."" "
Orwell, Mr Pitcairn does not tell us how and when it became clear that the P.O.U.M. possessed scores of machine-guns and several thousand rifles.
Orwell,"I have given an estimate of the arms which were at three of the principal P.O.U.M. buildings--about eighty rifles, a few bombs, and no machine-guns; i.e. about sufficient for the armed guards which, at that time, all the political parties placed on their buildings."
Orwell,"It seems strange that afterwards, when the P.O.U.M. was suppressed and all its buildings seized, these thousands of weapons never came to light; especially the tanks and field-guns, which are not the kind of thing that can be hidden up the chimney."
Orwell,But what is revealing in the two statements above is the complete ignorance they display of the local circumstances.
Orwell,According to Mr Pitcairn the P.O.U.M. stole tanks 'from the barracks'.
Orwell,He does not tell us which barracks.
Orwell,"The P.O.U.M. militiamen who were in Barcelona (now comparatively few, as direct recruitment to the party militias had ceased) shared the Lenin Barracks with a considerably larger number of Popular Army troops."
Orwell,"Mr Pitcairn is asking us to believe, therefore, that the P.O.U.M. stole tanks with the connivance of the Popular Army."
Orwell,It is the same with the 'premises' on which the 75-mm.
Orwell,guns were concealed.
Orwell,There is no mention of where these 'premises' were.
Orwell,"Those batteries of guns, firing on the Plaza de Espana appeared in many newspaper reports, but I think we can say with certainty that they never existed."
Orwell,"As I mentioned earlier, I heard no artillery-fire during the fighting, though the Plaza de Espana was only a mile or so away."
Orwell,A few days later I examined the Plaza de Espana and could find no buildings that showed marks of shell-fire.
Orwell,And an eye-witness who was in that neighbourhood throughout the fighting declares that no guns ever appeared there.
Orwell,"(Incidentally, the tale of the stolen guns may have originated with Antonov-Ovseenko, the Russian Consul-General."
Orwell,"He, at any rate, communicated it to a well-known English journalist, who afterwards repeated it in good faith in a weekly paper."
Orwell,Antonov-Ovseenko has since been 'purged'.
Orwell,"How this would affect his credibility I do not know.) The truth is, of course, that these tales about tanks, field-guns, and so forth have only been invented because otherwise it is difficult to reconcile the scale of the Barcelona fighting with the P.O.U.M. 's small numbers."
Orwell,"It was necessary to claim that the P.O.U.M. was wholly responsible for the fighting; it was also necessary to claim that it was an insignificant party with no following and 'numbered only a few thousand members', according to _Inprecor_."
Orwell,The only hope of making both statements credible was to pretend that the P.O.U.M. had all the weapons of a modern mechanized army.
Orwell,"But none of these projects ever comes anywhere near realization, and none of the three super-states ever gains a significant lead on the others."
Orwell,"What is more remarkable is that all three powers already possess, in the atomic bomb, a weapon far more powerful than any that their present researches are likely to discover."
Orwell,"Although the Party, according to its habit, claims the invention for itself, atomic bombs first appeared as early as the nineteen-forties, and were first used on a large scale about ten years later."
Orwell,"At that time some hundreds of bombs were dropped on industrial centres, chiefly in European Russia, Western Europe, and North America."
Orwell,"The effect was to convince the ruling groups of all countries that a few more atomic bombs would mean the end of organized society, and hence of their own power."
Orwell,"Thereafter, although no formal agreement was ever made or hinted at, no more bombs were dropped."
Orwell,All three powers merely continue to produce atomic bombs and store them up against the decisive opportunity which they all believe will come sooner or later.
Orwell,And meanwhile the art of war has remained almost stationary for thirty or forty years.
Orwell,"Helicopters are more used than they were formerly, bombing planes have been largely superseded by self-propelled projectiles, and the fragile movable battleship has given way to the almost unsinkable Floating Fortress; but otherwise there has been little development."
Orwell,"The tank, the submarine, the torpedo, the machine gun, even the rifle and the hand grenade are still in use."
Orwell,"And in spite of the endless slaughters reported in the Press and on the telescreens, the desperate battles of earlier wars, in which hundreds of thousands or even millions of men were often killed in a few weeks, have never been repeated."
Orwell,None of the three super-states ever attempts any manoeuvre which involves the risk of serious defeat.
Orwell,"When any large operation is undertaken, it is usually a surprise attack against an ally."
Orwell,"The strategy that all three powers are following, or pretend to themselves that they are following, is the same."
Orwell,"The plan is, by a combination of fighting, bargaining, and well-timed strokes of treachery, to acquire a ring of bases completely encircling one or other of the rival states, and then to sign a pact of friendship with that rival and remain on peaceful terms for so many years as to lull suspicion to sleep."
Orwell,"During this time rockets loaded with atomic bombs can be assembled at all the strategic spots; finally they will all be fired simultaneously, with effects so devastating as to make retaliation impossible."
Orwell,"It will then be time to sign a pact of friendship with the remaining world-power, in preparation for another attack."
Orwell,"This scheme, it is hardly necessary to say, is a mere daydream, impossible of realization."
Orwell,"Moreover, no fighting ever occurs except in the disputed areas round the Equator and the Pole: no invasion of enemy territory is ever undertaken."
Orwell,This explains the fact that in some places the frontiers between the super-states are arbitrary.
Orwell,"Eurasia, for example, could easily conquer the British Isles, which are geographically part of Europe, or on the other hand it would be possible for Oceania to push its frontiers to the Rhine or even to the Vistula."
Orwell,"But this would violate the principle, followed on all sides though never formulated, of cultural integrity."
Orwell,"If Oceania were to conquer the areas that used once to be known as France and Germany, it would be necessary either to exterminate the inhabitants, a task of great physical difficulty, or to assimilate a population of about a hundred million people, who, so far as technical development goes, are roughly on the Oceanic level."
Orwell,The problem is the same for all three super-states.
Orwell,"It is absolutely necessary to their structure that there should be no contact with foreigners, except, to a limited extent, with war prisoners and coloured slaves."
Orwell,Even the official ally of the moment is always regarded with the darkest suspicion.
Orwell,"War prisoners apart, the average citizen of Oceania never sets eyes on a citizen of either Eurasia or Eastasia, and he is forbidden the knowledge of foreign languages."
Orwell,If he were allowed contact with foreigners he would discover that they are creatures similar to himself and that most of what he has been told about them is lies.
Orwell,"The sealed world in which he lives would be broken, and the fear, hatred, and self-righteousness on which his morale depends might evaporate."
Orwell,"It is therefore realized on all sides that however often Persia, or Egypt, or Java, or Ceylon may change hands, the main frontiers must never be crossed by anything except bombs."
Kerouac," But in the morning (and I’m no Milarepa who could also sit naked in the snow and was seen flying on one occasion) here comes Ron Blake back with Pat McLear and Pat’s wife the beautiful one, and by God their little sweet five year old girl who is such a pleasant sight to see as she goes jongling and jiggling through the fields to look for flowers, everything to her is perfectly new beautiful primordial Garden of Eden morning here in this tortured human canyon — And a rather beautiful morning develops — There’s fog so we close the blinds and light the fire and the lamp, me and Pat, and sit there drinking from the jug he brought talking about literature and poetry while his wife listens and occasionally gets up to heat more coffee and tea or goes out to play with Ron and the little girl — Pat and I are in a serious talkative mood and I feel that lonely shiver in my chest which always warns me: you actually love people and you’re glad Pat is here."
Kerouac,"Pat is one if not THE most handsome man I’ve ever seen — Strange that he’s announced in a preface to his poems that his heroes, his Triumvirate, are Jean Harlow, Rimbaud and Billy the Kid because he himself is handsome enough to play Billy the Kid in the movies, that same darkhaired handsome slightly sliteyed look you expect from the myth appearance of Billy the Kid (I suppose not the actual real life William Bonnie who’s said to’ve been a pimply cretin monster)."
Kerouac,"So we launch on a big discussion of everything in the comfortable gloom of the cabin by the warm red glow of the girly fire, I’m wearing dark glasses anyway for fun, Pat says “Well Jack I didnt have a chance to talk to you yesterday or even last year or even ten years ago when I first met you, I remember I was terrified of you and Pomeray when you ran up my steps one night with sticks of tea, you looked like a couple of car thieves or bank robbers — And you know a lot of this sneery stuff they’ve written against us, against San Francisco or beat poetry and writers is because a lot of us don’t LOOK like writers or intellectuals or anything, you and Pomeray I must say look awful in a way, I’m sure I dont fill the bill either”— ‘Man you oughta go to Hollywood and play Billy the Kid”— “Man I’d rather go to Hollywood and play Rimbaud”— ‘Well you can’t play Jean Harlow”— “I’d really like to just get my “Dark Brown” published in Paris, do you know that when you think it’s possible a word from you to Gallimard or Girodias would help”— “I dunno”— “Do you know that when I read your poems Mexico City Blues I immediately turned around and started writing a brand new way, you enlightened me with that book”— “But it’s nothing like what you do, in fact it’s miles away, I am a language spinner and you’re idea man” and so on we talk till about noon and Ron’s been in and out, “s’made jaunts to the beach with the little ladies and Pat and I don’t realize the sun has come out but still sit there deep in the cabin by now talking about Villon and Cervantes."
Kerouac,"Suddenly, boom, the door of the cabin is flung open with a loud crash and a burst of sunlight illuminates the room and I see an Angel standing arm outstretched in the door! — It’s Cody! all dressed in his Sunday best in a suit! beside him are ranged several graduating golden angels from Evelyn golden beautiful wife down to the most dazzling angel of them all little Timmy with the sun striking off his hair in beams! - - It’s such an incredible sight and surprise that both Pat and I rise from our chairs involuntarily, like we’ve been lifted up in awe, or scared, tho I dont feel scared so much as ecstatically amazed as tho I’ve seen a vision… And the way Cody stands there not saying a word with his arm outstretched for some reason, struck a pose of some sort to surprise us or warn us, he’s so much like St Michael at the moment it’s unbelievable especially as I also suddenly realize what he’s just actually done, he’s had wife and kiddies sneak up ever so quiet up the porch steps (which are noisy and creaky), across the wood planks, easy and tiptoeing, stood there awhile while he prepared to fling the door open, all lined up and stood straight, then pow, he’s opened the door and thrown the golden universe into the dazzled mystic eyes of big hip Pat McLear and big amazed grateful me."
Kerouac,"It reminds me of the time I once saw a whole tiptoeing gang of couples sneaking into our back kitchen door on West Street in Lowell the leader telling me to shush as I stand there nine years old amazed, then all bursting in on my father innocently listening to the Primo Carnera - Ernie Schaaft fight on the old 1930s radio — For a big roaring toot… But Cody’s oldfashioned family tiptoe sneak carries that strange apocalyptic burst of gold he somehow always manages to produce, like I said elsewhere the time in Mexico he drove an old car over a rutted road very slowly as we were all high on tea and I saw golden Heaven, or the other times he’s always seemed so golden like as I say in a davenport of some sort in Heaven in the golden top of Heaven."
Kerouac,"Not that he means to produce this effect: he’s just standing there with innate dramatic mystery holding forth his arm as if to say Behold, the sun! and Behold, the angels! sorta pointing at all the golden heads of his family and Pat and I stand aghast."
Kerouac,I love Nobody was paying any attention to me up there.
Kerouac,I should have known better.
Kerouac,"It was Terry who brought my soul back; on the tent stove she warmed up the food, and it was one of the greatest meals of my life, I was so hungry and tired."
Kerouac,"Sighing like an old Negro cotton-picker, I reclined on the bed and smoked a cigarette."
Kerouac,Dogs barked in the cool night.
Kerouac,Rickey and Ponzo had given up calling in the evenings.
Kerouac,I was satisfied with that.
Kerouac,"Terry curled up beside me, Johnny sat on my chest, and they drew pictures of animals in my notebook."
Kerouac,The light of our tent burned on the frightful plain.
Kerouac,"The cowboy music twanged in the roadhouse and carried across the fields, all sadness."
Kerouac,It was all right with me.
Kerouac,I kissed my baby and we put out the lights.
Kerouac,"In the morning the dew made the tent sag; I got up with my towel and toothbrush and went to the general motel toilet to wash; then I came back, put on my pants, which were all torn from kneeling in the earth and had been sewed by Terry in the evening, put on my ragged straw hat, which had originally served as Johnny’s toy hat, and went across the highway with my canvas cotton-bag."
Kerouac,Every day I earned approximately a dollar and a half.
Kerouac,It was just enough to buy groceries in the evening on the bicycle.
Kerouac,The days rolled by.
Kerouac,I forgot all about the East and all about Dean and Carlo and the bloody road.
Kerouac,Johnny and I played all the time; he liked me to throw him up in the air and down in the bed.
Kerouac,Terry sat mending clothes.
Kerouac,"I was a man of the earth, precisely as I had dreamed I would be, in Paterson."
Kerouac,There was talk that Terry’s husband was back in Sabinal and out for me; I was ready for him.
Kerouac,One night the Okies went mad in the roadhouse and tied a man to a tree and beat him to a pulp with sticks.
Kerouac,I was asleep at the time and only heard about it.
Kerouac,From then on I carried a big stick with me in the tent in case they got the idea we Mexicans were fouling up their trailer camp.
Kerouac,"They thought I was a Mexican, of course; and in a way I am."
Kerouac,But now it was October and getting much colder in the nights.
Kerouac,The Okie family had a woodstove and planned to stay for the winter.
Kerouac,"We had nothing, and besides the rent for the tent was due."
Kerouac,Terry and I bitterly decided we’d have to leave.
Kerouac,"“Go back to your family,” I said."
Kerouac,"“For God’s sake, you can’t be batting around tents with a baby like Johnny; the poor little tyke is cold.” Terry cried because I was criticizing her motherly instincts; I meant no such thing."
Kerouac,When Ponzo came in the truck one gray afternoon we decided to see her family about the situation.
Kerouac,But I mustn’t be seen and would have to hide in the vineyard.
Kerouac,"We started for Sabinal; the truck broke down, and simultaneously it started to rain wildly."
Kerouac,"“We sat in the old truck, cursing."
Kerouac,Ponzo got out and toiled in the rain.” He was a good old guy after all.
Kerouac,We promised each other one more big bat.
Kerouac,Off we went to a rickety bar in Sabinal Mextown and spent an hour sopping up the brew.
Kerouac,I was through with my chores in the cottonfield.
Kerouac,I could feel the pull of my own life calling me back.
Kerouac,I shot my aunt a penny postcard across the land and asked for another fifty.
Kerouac,We drove to Terry’s family’s shack.
Kerouac,It was situated on the old road that ran between the vineyards.
Kerouac,It was dark when we got there.
Kerouac,They left me off a quarter-mile away and drove to the door.
Kerouac,Light poured out of the door; Terry’s six other brothers were playing their guitars and singing.
Kerouac,The old man was drinking wine.
Kerouac,I heard shouts and arguments above the singing.
Kerouac,They called her a whore because she’d left her no-good husband and gone to LA and left Johnny with them.
Kerouac,The old man was yelling.
Kerouac,"But the sad, fat brown mother prevailed, as she always does among the great fellahin peoples of the world, and Terry was allowed to come back home."
Kerouac,"The brothers began to sing gay songs, fast."
Kerouac,"I huddled in the cold, rainy wind and watched everything across the sad vineyards of October in the valley."
Kerouac," It’s not the words so much as their great harmonic tune and the way Billie sings it, like a woman stroking her man’s hair in soft lamplight."
Kerouac,The winds howled.
Kerouac,"""Okay I will."" Japhy, kneeling there studying his star map, leaning forward slightly to peek up through the overhanging gnarled old rock country trees, with his goatee and all, looked, with thatmighty graw-faced rock behind him, like, exactly like the vision I had of the old Zen Masters of China out in the wilderness."
Kerouac,"He was leaning forward on his knees, upward looking, as if with a holy sutra in his hands."
Kerouac,Pretty soon he went to the snowbank and brought back thechocolate pudding which was now ice cold and absolutely delicious beyond words.
Kerouac,We ate it all up.
Kerouac,"""Maybe we oughta leave some for Morley."" ""Ah it won't keep, it'll melt in the morning sun."" As the fire stopped roaring and just got to be red coals, but big ones six feet long, the night interposed its icy crystal feel 1 more and more but with the smell of smoking logs it was as delicious as chocolate pudding."
Kerouac,"For a while I went on a little walk by myself, out by the shallow iced creek, and sat meditating against a stump of dirt and the huge mountain walls on both sides of our valley were silent masses."
Kerouac,Too cold to do this more than a minute.
Kerouac,"As I came back our orange fire casting its glow on the big rock, and Japhy kneeling and peering up at the sky, and all of it ten thousand feet above the gnashing world, was a picture of peace and good sense."
Kerouac,There was another aspect of Japhy that amazed me: his tremendous and tender sense of charity.
Kerouac,"He was always giving things, always practicing what the Buddhists call the Paramita of Dana, the perfection of charity."
Kerouac,"Now when I came back and sat down by the fire he said ""Well Smith it's about time you owned a set of juju beads you can have these,"" and he handed me the brown wood beads run together over a strong string with the string, black and shiny, coming out at the large bead at the end in a pretty loop."
Kerouac,"""Aw you can't give me something like this, these things come from Japan don't they?"" ""I've got another set of black ones."
Kerouac,"Smith that prayer you gave me tonight is worth that set of juju beads, but you can have it anyway."" A few minutes later he cleaned out the rest of the chocolate pudding but made sure that I got most of it."
Kerouac,Then when he laid boughs over the rock of our clearing and the poncho over that he made sure his sleeping bag was farther away from the fire than mine so I would sure to be warm.
Kerouac,He was always practicing charity.
Kerouac,"In fact he taught me, and a week later I was giving him nice new undershirts I'd discovered in the Goodwill store."
Kerouac,He'd turn right around and make me a gift of a plastic container to keep food in.
Kerouac,For a joke I'd give him a gift of a huge flower from Alvah's yard.
